Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-11-18,2006,H,H,0.87,0.07,0.06,1.18,5.75,17.0,H,1.18,True,17.999999999999993
2006-11-18,2006,H,H,0.48,0.23,0.29,2.4,3.2,2.87,H,2.4,True,140.0
2006-11-18,2006,H,D,0.37,0.39,0.24,2.1,3.2,3.5,D,3.2,False,-100.0
2006-11-18,2006,D,H,0.41,0.22,0.37,3.75,3.2,2.0,H,3.75,False,-100.0
2006-11-18,2006,A,A,0.21,0.31,0.48,9.0,4.33,1.36,A,1.36,True,36.00000000000001
2006-11-18,2006,H,H,0.66,0.21,0.13,1.61,3.6,5.5,H,1.61,True,61.00000000000001
2006-11-18,2006,H,H,0.47,0.24,0.29,1.9,3.25,4.0,H,1.9,True,89.99999999999999
2006-11-19,2006,D,D,0.27,0.37,0.36,2.4,3.2,2.87,D,3.2,True,220.00000000000003
2006-11-19,2006,D,H,0.44,0.22,0.34,2.37,3.2,2.9,H,2.37,False,-100.0
2006-11-25,2006,H,H,0.68,0.2,0.12,1.44,3.75,8.5,H,1.44,True,43.99999999999999
2006-11-25,2006,H,H,0.7,0.11,0.19,1.8,3.3,4.5,H,1.8,True,80.0
2006-11-25,2006,A,D,0.34,0.34,0.32,2.2,3.1,3.3,D,3.1,False,-100.0
2006-11-25,2006,H,A,0.36,0.22,0.42,3.6,3.3,2.0,A,2.0,False,-100.0
2006-11-25,2006,D,H,0.39,0.29,0.32,2.7,3.25,2.5,H,2.7,False,-100.0
2006-11-25,2006,D,H,0.44,0.34,0.22,1.8,3.3,4.5,H,1.8,False,-100.0
2006-11-26,2006,H,H,0.38,0.31,0.31,2.3,3.1,3.1,H,2.3,True,129.99999999999997
2006-11-26,2006,H,H,0.51,0.33,0.16,1.8,3.3,4.5,H,1.8,True,80.0
2006-11-26,2006,D,D,0.23,0.59,0.18,2.5,3.1,2.8,D,3.1,True,210.0
2006-11-28,2006,A,H,0.46,0.29,0.25,2.2,3.1,3.3,H,2.2,False,-100.0
2006-11-29,2006,H,H,0.84,0.14,0.02,1.33,4.5,9.5,H,1.33,True,33.00000000000001
